[位置・速度]

ファイル        , C:\Users\bcl\Documents\計測データ\227\Session004\Temp.AVI
シーン数        ,   4001
計測点数        ,      3
コマ数／単位時間, 200.00/s, フレーム間隔, 0.01s
計測インターバル, 1
距離スケール    , 0.11cm/画素
原点X           , 0.00
原点Y           , 0.00
回転角          , 0.00
Y軸方向         , 1
 ,         ,        , 座標X    ,         ,          , 座標Y   ,         ,          
 , シーン  , 時間(s), 計測点1  , 計測点2 , 計測点3  , 計測点1 , 計測点2 , 計測点3  
 ,     3768,   18.84,     27.04,    24.73,     42.78,     5.24,    20.62,     35.76
 ,     3769,   18.84,     27.09,    24.90,     42.54,     5.23,    20.65,     36.00
 ,     3770,   18.84,     27.11,    25.03,     42.22,     5.24,    20.66,     36.25
 ,     3771,   18.85,     27.17,    25.18,     41.94,     5.25,    20.68,     36.51
 ,     3772,   18.86,     27.21,    25.34,     41.65,     5.25,    20.70,     36.73
 ,     3773,   18.86,     27.25,    25.50,     41.29,     5.26,    20.71,     36.95
 ,     3774,   18.87,     27.30,    25.64,     40.98,     5.27,    20.72,     37.19
 ,     3775,   18.87,     27.33,    25.81,     40.62,     5.26,    20.73,     37.43
 ,     3776,   18.88,     27.40,    25.95,     40.27,     5.27,    20.74,     37.66
 ,     3777,   18.88,     27.42,    26.09,     39.92,     5.28,    20.75,     37.85
 ,     3778,   18.89,     27.45,    26.24,     39.53,     5.26,    20.72,     38.07
 ,     3779,   18.89,     27.50,    26.39,     39.16,     5.27,    20.72,     38.29
 ,     3780,   18.90,     27.53,    26.53,     38.77,     5.26,    20.70,     38.48
 ,     3781,   18.90,     27.55,    26.68,     38.38,     5.25,    20.67,     38.70
 ,     3782,   18.91,     27.59,    26.82,     37.98,     5.26,    20.66,     38.89
 ,     3783,   18.91,     27.63,    26.95,     37.58,     5.24,    20.61,     39.09
 ,     3784,   18.91,     27.65,    27.08,     37.20,     5.23,    20.56,     39.26
 ,     3785,   18.92,     27.68,    27.24,     36.76,     5.23,    20.53,     39.43
 ,     3786,   18.93,     27.72,    27.36,     36.37,     5.20,    20.47,     39.62
 ,     3787,   18.93,     27.75,    27.49,     35.96,     5.19,    20.41,     39.75
 ,     3788,   18.93,     27.76,    27.63,     35.53,     5.15,    20.35,     39.93
 ,     3789,   18.94,     27.79,    27.75,     35.15,     5.15,    20.29,     40.10
 ,     3790,   18.95,     27.84,    27.88,     34.74,     5.12,    20.25,     40.23
 ,     3791,   18.95,     27.85,    27.99,     34.37,     5.10,    20.18,     40.33
 ,     3792,   18.96,     27.87,    28.07,     33.99,     5.08,    20.13,     40.46
 ,     3793,   18.96,     27.92,    28.15,     33.59,     5.05,    20.07,     40.54
 ,     3794,   18.97,     27.94,    28.23,     33.25,     5.03,    20.03,     40.65
 ,     3795,   18.97,     27.96,    28.29,     32.91,     5.01,    19.99,     40.73
 ,     3796,   18.98,     27.97,    28.32,     32.60,     4.99,    19.98,     40.80
 ,     3797,   18.98,     27.97,    28.33,     32.32,     4.97,    19.95,     40.86
 ,     3798,   18.98,     28.00,    28.32,     32.03,     4.94,    19.95,     40.93
 ,     3799,   18.99,     28.00,    28.26,     31.80,     4.94,    19.96,     40.97
 ,     3800,   19.00,     28.00,    28.22,     31.59,     4.92,    19.96,     41.02
 ,     3801,   19.00,     27.98,    28.13,     31.38,     4.92,    20.01,     41.05
 ,     3802,   19.00,     27.98,    28.03,     31.23,     4.92,    20.02,     41.11
 ,     3803,   19.01,     27.96,    27.93,     31.07,     4.92,    20.07,     41.13
 ,     3804,   19.02,     27.95,    27.82,     30.95,     4.92,    20.10,     41.17
 ,     3805,   19.02,     27.90,    27.71,     30.79,     4.92,    20.13,     41.19
 ,     3806,   19.03,     27.88,    27.59,     30.73,     4.92,    20.13,     41.19
 ,     3807,   19.03,     27.86,    27.48,     30.64,     4.93,    20.15,     41.22
 ,     3808,   19.04,     27.82,    27.38,     30.58,     4.95,    20.16,     41.24
 ,     3809,   19.04,     27.76,    27.26,     30.56,     4.94,    20.17,     41.27
 ,     3810,   19.05,     27.75,    27.16,     30.55,     4.94,    20.18,     41.27
 ,     3811,   19.05,     27.73,    27.04,     30.50,     4.95,    20.18,     41.27
 ,     3812,   19.06,     27.69,    26.93,     30.54,     4.94,    20.17,     41.30
 ,     3813,   19.06,     27.66,    26.82,     30.55,     4.92,    20.18,     41.31
 ,     3814,   19.07,     27.63,    26.71,     30.58,     4.92,    20.20,     41.31
 ,     3815,   19.07,     27.61,    26.60,     30.58,     4.93,    20.19,     41.32
 ,     3816,   19.07,     27.56,    26.49,     30.60,     4.91,    20.20,     41.33
 ,     3817,   19.08,     27.54,    26.40,     30.66,     4.91,    20.23,     41.32
 ,     3818,   19.09,     27.52,    26.29,     30.69,     4.91,    20.24,     41.31
 ,     3819,   19.09,     27.50,    26.20,     30.70,     4.89,    20.25,     41.29
 ,     3820,   19.09,     27.43,    26.10,     30.78,     4.90,    20.28,     41.29
 ,     3821,   19.10,     27.43,    26.01,     30.79,     4.90,    20.31,     41.26
 ,     3822,   19.11,     27.40,    25.92,     30.88,     4.89,    20.33,     41.21
 ,     3823,   19.11,     27.38,    25.84,     30.98,     4.88,    20.34,     41.20
 ,     3824,   19.12,     27.34,    25.77,     31.09,     4.89,    20.36,     41.18
 ,     3825,   19.12,     27.31,    25.72,     31.17,     4.88,    20.37,     41.11
 ,     3826,   19.13,     27.28,    25.65,     31.29,     4.87,    20.38,     41.08
 ,     3827,   19.13,     27.24,    25.59,     31.42,     4.88,    20.38,     41.02
 ,     3828,   19.14,     27.21,    25.52,     31.56,     4.87,    20.38,     40.96
 ,     3829,   19.14,     27.18,    25.47,     31.70,     4.86,    20.40,     40.92
 ,     3830,   19.15,     27.16,    25.41,     31.87,     4.87,    20.39,     40.85
 ,     3831,   19.15,     27.13,    25.34,     32.04,     4.87,    20.41,     40.80
 ,     3832,   19.16,     27.10,    25.29,     32.23,     4.86,    20.41,     40.72
 ,     3833,   19.16,     27.08,    25.22,     32.41,     4.86,    20.42,     40.64
 ,     3834,   19.16,     27.07,    25.14,     32.60,     4.86,    20.43,     40.56
 ,     3835,   19.17,     27.04,    25.07,     32.83,     4.86,    20.44,     40.48
 ,     3836,   19.18,     27.01,    25.00,     33.06,     4.84,    20.46,     40.40
 ,     3837,   19.18,     26.98,    24.90,     33.30,     4.85,    20.47,     40.30
 ,     3838,   19.18,     26.98,    24.83,     33.56,     4.84,    20.48,     40.19
 ,     3839,   19.19,     26.97,    24.77,     33.84,     4.84,    20.51,     40.10
 ,     3840,   19.20,     26.93,    24.68,     34.11,     4.82,    20.50,     39.95
 ,     3841,   19.20,     26.90,    24.59,     34.37,     4.82,    20.53,     39.86
 ,     3842,   19.21,     26.88,    24.50,     34.67,     4.83,    20.53,     39.71
 ,     3843,   19.21,     26.86,    24.41,     35.00,     4.83,    20.53,     39.55
 ,     3844,   19.22,     26.86,    24.33,     35.33,     4.83,    20.53,     39.43
 ,     3845,   19.22,     26.82,    24.23,     35.64,     4.82,    20.55,     39.24
 ,     3846,   19.23,     26.80,    24.14,     35.97,     4.81,    20.54,     39.07
 ,     3847,   19.23,     26.77,    24.03,     36.30,     4.82,    20.53,     38.88
 ,     3848,   19.23,     26.76,    23.92,     36.64,     4.83,    20.53,     38.68
 ,     3849,   19.24,     26.73,    23.82,     36.99,     4.83,    20.53,     38.49
 ,     3850,   19.25,     26.70,    23.70,     37.34,     4.82,    20.52,     38.27
 ,     3851,   19.25,     26.67,    23.60,     37.70,     4.82,    20.53,     38.04
 ,     3852,   19.25,     26.65,    23.47,     38.04,     4.83,    20.53,     37.84
 ,     3853,   19.26,     26.64,    23.36,     38.43,     4.84,    20.53,     37.58
 ,     3854,   19.27,     26.61,    23.24,     38.78,     4.83,    20.53,     37.32
 ,     3855,   19.27,     26.56,    23.11,     39.13,     4.83,    20.53,     37.03
 ,     3856,   19.28,     26.54,    22.97,     39.46,     4.83,    20.52,     36.74
 ,     3857,   19.28,     26.51,    22.86,     39.81,     4.83,    20.52,     36.48
 ,     3858,   19.29,     26.45,    22.73,     40.17,     4.85,    20.52,     36.14
 ,     3859,   19.29,     26.42,    22.61,     40.50,     4.85,    20.50,     35.86
 ,     3860,   19.30,     26.40,    22.51,     40.81,     4.86,    20.48,     35.53
 ,     3861,   19.30,     26.35,    22.39,     41.17,     4.86,    20.46,     35.18
 ,     3862,   19.31,     26.32,    22.30,     41.46,     4.85,    20.43,     34.86
 ,     3863,   19.31,     26.31,    22.21,     41.80,     4.85,    20.42,     34.50
 ,     3864,   19.32,     26.30,    22.09,     42.10,     4.86,    20.40,     34.15
 ,     3865,   19.32,     26.26,    21.98,     42.40,     4.87,    20.39,     33.79
 ,     3866,   19.32,     26.25,    21.90,     42.69,     4.87,    20.38,     33.40
 ,     3867,   19.33,     26.23,    21.81,     42.96,     4.86,    20.36,     33.04
 ,     3868,   19.34,     26.20,    21.72,     43.25,     4.85,    20.32,     32.67
 ,     3869,   19.34,     26.20,    21.64,     43.49,     4.85,    20.32,     32.29
 ,     3870,   19.34,     26.19,    21.54,     43.71,     4.87,    20.30,     31.91
 ,     3871,   19.35,     26.16,    21.46,     43.95,     4.88,    20.29,     31.51
 ,     3872,   19.36,     26.14,    21.37,     44.15,     4.88,    20.28,     31.15
 ,     3873,   19.36,     26.13,    21.28,     44.36,     4.88,    20.27,     30.74
 ,     3874,   19.37,     26.12,    21.21,     44.56,     4.88,    20.25,     30.35
 ,     3875,   19.37,     26.09,    21.14,     44.73,     4.88,    20.23,     29.98
 ,     3876,   19.38,     26.09,    21.05,     44.90,     4.88,    20.20,     29.58
 ,     3877,   19.38,     26.08,    20.99,     45.04,     4.90,    20.22,     29.19
 ,     3878,   19.39,     26.07,    20.93,     45.20,     4.90,    20.20,     28.81
 ,     3879,   19.39,     26.05,    20.87,     45.32,     4.90,    20.19,     28.40
 ,     3880,   19.40,     26.06,    20.82,     45.42,     4.93,    20.20,     28.04
 ,     3881,   19.40,     26.04,    20.78,     45.54,     4.95,    20.18,     27.62
 ,     3882,   19.41,     26.02,    20.75,     45.63,     4.94,    20.17,     27.26
 ,     3883,   19.41,     26.04,    20.69,     45.70,     4.97,    20.18,     26.87
 ,     3884,   19.41,     26.04,    20.66,     45.77,     4.99,    20.18,     26.48
 ,     3885,   19.42,     26.03,    20.66,     45.83,     4.99,    20.18,     26.10
 ,     3886,   19.43,     26.04,    20.61,     45.88,     4.99,    20.18,     25.71
 ,     3887,   19.43,     26.04,    20.63,     45.89,     5.00,    20.19,     25.35
 ,     3888,   19.43,     26.04,    20.61,     45.91,     5.00,    20.20,     24.95
 ,     3889,   19.44,     26.05,    20.61,     45.92,     5.01,    20.18,     24.60
 ,     3890,   19.45,     26.06,    20.59,     45.91,     5.06,    20.20,     24.20
 ,     3891,   19.45,     26.08,    20.62,     45.90,     5.06,    20.18,     23.85
 ,     3892,   19.46,     26.08,    20.62,     45.87,     5.08,    20.21,     23.51
 ,     3893,   19.46,     26.09,    20.64,     45.82,     5.09,    20.21,     23.13
 ,     3894,   19.47,     26.11,    20.66,     45.77,     5.10,    20.20,     22.80
 ,     3895,   19.47,     26.13,    20.69,     45.71,     5.14,    20.22,     22.45
 ,     3896,   19.48,     26.16,    20.72,     45.65,     5.17,    20.23,     22.10
 ,     3897,   19.48,     26.19,    20.76,     45.55,     5.18,    20.24,     21.77
 ,     3898,   19.48,     26.20,    20.81,     45.46,     5.19,    20.26,     21.42
 ,     3899,   19.49,     26.24,    20.86,     45.36,     5.21,    20.28,     21.10
 ,     3900,   19.50,     26.26,    20.93,     45.24,     5.23,    20.30,     20.76
 ,     3901,   19.50,     26.29,    20.97,     45.13,     5.25,    20.31,     20.43
 ,     3902,   19.50,     26.32,    21.03,     45.00,     5.29,    20.32,     20.12
 ,     3903,   19.51,     26.33,    21.10,     44.85,     5.29,    20.35,     19.81
 ,     3904,   19.52,     26.37,    21.15,     44.69,     5.30,    20.35,     19.48
 ,     3905,   19.52,     26.41,    21.22,     44.57,     5.30,    20.35,     19.19
 ,     3906,   19.53,     26.44,    21.30,     44.39,     5.32,    20.37,     18.89
 ,     3907,   19.53,     26.45,    21.38,     44.23,     5.35,    20.39,     18.60
 ,     3908,   19.54,     26.51,    21.47,     44.04,     5.38,    20.41,     18.31
 ,     3909,   19.54,     26.54,    21.55,     43.86,     5.39,    20.40,     18.03
 ,     3910,   19.55,     26.57,    21.64,     43.67,     5.40,    20.43,     17.74
 ,     3911,   19.55,     26.62,    21.71,     43.49,     5.42,    20.43,     17.50
 ,     3912,   19.56,     26.64,    21.83,     43.29,     5.42,    20.46,     17.25
 ,     3913,   19.56,     26.67,    21.91,     43.08,     5.45,    20.48,     16.97
 ,     3914,   19.57,     26.69,    22.02,     42.91,     5.47,    20.48,     16.74
 ,     3915,   19.57,     26.76,    22.12,     42.71,     5.49,    20.50,     16.52
 ,     3916,   19.57,     26.77,    22.22,     42.50,     5.50,    20.52,     16.30
 ,     3917,   19.58,     26.80,    22.32,     42.31,     5.51,    20.53,     16.09
 ,     3918,   19.59,     26.85,    22.43,     42.11,     5.53,    20.55,     15.90
 ,     3919,   19.59,     26.86,    22.52,     41.94,     5.53,    20.56,     15.73
 ,     3920,   19.59,     26.89,    22.63,     41.76,     5.56,    20.57,     15.56
 ,     3921,   19.60,     26.93,    22.73,     41.59,     5.57,    20.58,     15.38
 ,     3922,   19.61,     26.97,    22.84,     41.42,     5.57,    20.58,     15.22
 ,     3923,   19.61,     26.98,    22.95,     41.25,     5.61,    20.59,     15.09
 ,     3924,   19.62,     27.01,    23.02,     41.12,     5.62,    20.61,     14.95
 ,     3925,   19.62,     27.05,    23.10,     40.96,     5.62,    20.61,     14.85
 ,     3926,   19.63,     27.07,    23.20,     40.83,     5.63,    20.61,     14.73
 ,     3927,   19.63,     27.10,    23.28,     40.71,     5.63,    20.61,     14.62
 ,     3928,   19.64,     27.10,    23.36,     40.57,     5.63,    20.61,     14.51
 ,     3929,   19.64,     27.13,    23.41,     40.47,     5.64,    20.63,     14.43
 ,     3930,   19.65,     27.15,    23.48,     40.37,     5.67,    20.64,     14.34
 ,     3931,   19.65,     27.17,    23.51,     40.28,     5.66,    20.63,     14.29
 ,     3932,   19.66,     27.18,    23.54,     40.22,     5.66,    20.65,     14.24
 ,     3933,   19.66,     27.18,    23.56,     40.16,     5.68,    20.66,     14.16
 ,     3934,   19.66,     27.18,    23.59,     40.11,     5.69,    20.66,     14.10
 ,     3935,   19.67,     27.18,    23.58,     40.08,     5.70,    20.66,     14.07
 ,     3936,   19.68,     27.18,    23.57,     40.05,     5.69,    20.66,     14.06
 ,     3937,   19.68,     27.18,    23.54,     40.06,     5.69,    20.64,     14.05
 ,     3938,   19.68,     27.15,    23.50,     40.07,     5.70,    20.66,     14.03
 ,     3939,   19.69,     27.14,    23.45,     40.11,     5.70,    20.65,     14.04
 ,     3940,   19.70,     27.10,    23.40,     40.14,     5.71,    20.66,     14.05
 ,     3941,   19.70,     27.10,    23.33,     40.20,     5.69,    20.63,     14.06
 ,     3942,   19.71,     27.07,    23.26,     40.28,     5.69,    20.61,     14.07
 ,     3943,   19.71,     27.03,    23.17,     40.36,     5.70,    20.60,     14.11
 ,     3944,   19.72,     27.00,    23.09,     40.45,     5.68,    20.61,     14.17
 ,     3945,   19.72,     26.96,    22.99,     40.57,     5.67,    20.60,     14.25
 ,     3946,   19.73,     26.92,    22.90,     40.68,     5.65,    20.59,     14.29
 ,     3947,   19.73,     26.88,    22.81,     40.81,     5.64,    20.57,     14.37
 ,     3948,   19.73,     26.85,    22.69,     40.97,     5.64,    20.56,     14.48
 ,     3949,   19.74,     26.81,    22.59,     41.10,     5.63,    20.55,     14.57
 ,     3950,   19.75,     26.76,    22.47,     41.26,     5.63,    20.51,     14.69
 ,     3951,   19.75,     26.72,    22.37,     41.43,     5.63,    20.53,     14.80
 ,     3952,   19.75,     26.68,    22.25,     41.59,     5.62,    20.51,     14.94
 ,     3953,   19.76,     26.65,    22.14,     41.77,     5.61,    20.51,     15.10
 ,     3954,   19.77,     26.61,    22.04,     41.96,     5.61,    20.50,     15.22
 ,     3955,   19.77,     26.57,    21.94,     42.12,     5.57,    20.50,     15.42
 ,     3956,   19.78,     26.54,    21.83,     42.31,     5.56,    20.49,     15.58
 ,     3957,   19.78,     26.52,    21.73,     42.51,     5.55,    20.47,     15.76
 ,     3958,   19.79,     26.46,    21.63,     42.70,     5.55,    20.46,     15.96
 ,     3959,   19.79,     26.43,    21.55,     42.86,     5.53,    20.45,     16.16
 ,     3960,   19.80,     26.42,    21.46,     43.07,     5.53,    20.43,     16.38
 ,     3961,   19.80,     26.40,    21.38,     43.27,     5.52,    20.43,     16.62
 ,     3962,   19.81,     26.36,    21.28,     43.45,     5.52,    20.41,     16.83
 ,     3963,   19.81,     26.32,    21.22,     43.63,     5.50,    20.41,     17.07
 ,     3964,   19.82,     26.32,    21.15,     43.81,     5.50,    20.39,     17.30
 ,     3965,   19.82,     26.30,    21.06,     44.01,     5.50,    20.38,     17.56
 ,     3966,   19.82,     26.28,    21.03,     44.18,     5.47,    20.37,     17.82
 ,     3967,   19.83,     26.26,    20.96,     44.36,     5.46,    20.37,     18.10
 ,     3968,   19.84,     26.24,    20.90,     44.54,     5.46,    20.37,     18.37
 ,     3969,   19.84,     26.23,    20.85,     44.70,     5.45,    20.36,     18.68
 ,     3970,   19.84,     26.22,    20.82,     44.86,     5.45,    20.35,     18.97
